Word|Definition|Sentence|Mnemonic|Tag
speak|i. 说话；演讲；表明；陈述讲话；发言；讲演|Don't speaked your time on useless things.|联想记忆：结合语境多读多用！|Gaokao-Core
speaker|演讲者；扬声器；说话者；说某种语言的人|She bought a new speaker yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
special|特使，特派人员；特刊；特色菜；专车；特价商品特别的；专门的，专用的|The special is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
specialized|专业的；专门的专攻（specialize的过去分词）；使…专门化；详细说明|It was a very specialized day.|联想记忆：结合语境多读多用！|Gaokao-Core
species|物种；种类物种上的|This species helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
specific|特性；细节；特效药特殊的，特定的；明确的；详细的； 具有特效的|She bought a new specific yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
spectator|观众；旁观者|The spectator is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
speech|演讲；讲话； 语音；演说|The speech is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
speed|速度，速率；迅速，快速；昌盛，繁荣加快…的速度；使成功，使繁荣i. 超速，加速；加速，迅速前行；兴隆|She bought a new speed yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
spell|符咒；一段时间；魅力i. 拼字；轮替拼，拼写；意味着；招致；拼成；迷住；轮值|The spell is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
spend|预算度过，消磨（时光）；花费；浪费；用尽i. 花钱；用尽，耗尽|The spend is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
spider|蜘蛛；设圈套者；三脚架|The spider is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
spin|旋转；疾驰i. 旋转；纺纱；吐丝；晕眩使旋转；纺纱；编造；结网|This spin helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
spirit|精神；心灵；情绪；志气；烈酒鼓励；鼓舞；诱拐|She bought a new spirit yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
spit|唾液i. 吐痰；吐口水；发出劈啪声吐，吐出；发出；发射|She bought a new spit yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
spite|不顾；恶意；怨恨刁难；使恼怒|This spite helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
splendid|辉煌的；灿烂的；极好的；杰出的|It was a very splendid day.|联想记忆：结合语境多读多用！|Gaokao-Core
split|劈开；裂缝劈开的分离；使分离；劈开；离开；分解i. 离开；被劈开；断绝关系|She bought a new split yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
spoil|次品；奖品溺爱；糟蹋；破坏；掠夺i. 掠夺；变坏；腐败|This spoil helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
spoken|说（speak的过去分词）口语的，口头的|She felt spoken after the long journey.|联想记忆：结合语境多读多用！|Gaokao-Core
sponsor|赞助者；主办者；保证人赞助；发起|This sponsor helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
spoon|匙，勺子；一杓的量用匙舀；使成匙状i. 轻轻向上击|She bought a new spoon yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sport|运动；游戏；娱乐；运动会；玩笑运动的游戏；参加体育运动；夸耀i. 游戏|She bought a new sport yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
sportsman|运动员；运动家；冒险家|The sportsman is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
sportsmanship|运动员精神，运动道德|She bought a new sportsmanship yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
spot|地点；斑点现场的；现货买卖的认出；弄脏；用灯光照射i. 沾上污渍；满是斑点准确地；恰好|She bought a new spot yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
spread|传播；伸展伸展的传播，散布；展开；伸展；铺开i. 传播；伸展|She bought a new spread yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
spring|春天；弹簧；泉水；活力；跳跃春天的使跳起；使爆炸；突然提出；使弹开i. 生长；涌出；跃出；裂开|She bought a new spring yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
spy|间谍；密探侦察；发现；暗中监视i. 侦察；当间谍|This spy helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
square|平方；广场；正方形平方的；正方形的；直角的；正直的使成方形；与…一致i. 一致；成方形成直角地|The square is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
squeeze|压榨；紧握；拥挤；佣金挤；紧握；勒索i. 压榨|This squeeze helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
stable|马厩；牛棚稳定的；牢固的；坚定的赶入马房i. 被关在马厩|This stable helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
stadium|体育场；露天大型运动场|The stadium is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
staff|职员；参谋；棒；支撑职员的；行政工作的供给人员；给…配备职员i. 雇用工作人员|She bought a new staff yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
stage|阶段；舞台；戏剧；驿站举行；上演；筹划i. 举行；适于上演；乘驿车旅行|She bought a new stage yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
stair|楼梯，阶梯；梯级|The stair is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
stall|货摊；畜栏；托辞拖延；使停转；使陷于泥中i. 停止，停转；拖延|She bought a new stall yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
stamp|邮票；印记；标志；跺脚铭记；标出；盖章于…；贴邮票于…；用脚踩踏i. 跺脚；捣碎；毁掉|The stamp is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
stand|站立；立场；看台；停止i. 站立；位于；停滞使站立；忍受；抵抗|This stand helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
standard|标准；水准；旗；度量衡标准标准的；合规格的；公认为优秀的|She bought a new standard yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
star|星，恒星；明星；星形物明星的，主角的；星形的用星号标于；由…主演，由…担任主角i. 担任主角|She bought a new star yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
stare|凝视；注视凝视，盯着看i. 凝视，盯着看；显眼|The stare is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
start|开始；起点开始；启动i. 出发|The start is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
starvation|饿死；挨饿；绝食|She bought a new starvation yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
starve|i. 饿死；挨饿；渴望使饿死；使挨饿|He always starves on weekends.|联想记忆：结合语境多读多用！|Gaokao-Core
state|国家；州；情形国家的；州的；正式的规定；声明；陈述|This state helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
statement|声明；陈述，叙述；报表，清单|She bought a new statement yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
station|车站；驻地；地位；身份配置；安置；驻扎|The station is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
stationery|文具；信纸|This stationery helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
statue|雕像，塑像以雕像装饰|The statue is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
stay|逗留；停止；支柱i. 停留；坚持；暂住；停下坚持；暂住；抑制|The stay is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
steady|关系固定的情侣；固定支架稳定的；不变的；沉着的使稳定；稳固；使坚定稳定地；稳固地i. 稳固|The steady is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
steak|牛排；肉排；鱼排|The steak is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
steal|偷窃；便宜货；偷垒；断球剽窃；偷偷地做；偷窃i. 窃取；偷偷地行动；偷垒|This steal helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
steam|蒸汽；精力蒸汽的蒸，散发；用蒸汽处理i. 蒸，冒水汽|The steam is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
steamship|轮船；汽船|She bought a new steamship yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
steel|钢铁；钢制品；坚固钢制的；钢铁业的；坚强的钢化；使冷酷|She bought a new steel yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
steep|峭壁；浸渍陡峭的；不合理的；夸大的；急剧升降的泡；浸；使…充满i. 泡；沉浸|This steep helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
steer|控制，引导；驾驶i. 驾驶，掌舵；行驶阉牛|She bought a new steer yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
step|步，脚步；步骤；步伐；梯级走，迈步i. 踏，踩；走|The step is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
stick|棍；手杖；呆头呆脑的人i. 坚持；伸出；粘住刺，戳；伸出；粘贴|This stick helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
still|仍然；但是；尽管如此寂静；剧照；蒸馏室静止的，不动的；寂静的，平静的；不起泡的仍然；更；静止地蒸馏；使…静止；使…平静下来i. 静止；平静；蒸馏|The still is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
